Date,Cases,Deaths,Hospitalizations,Age_0_17,Age_18_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_plus
2021-05-21,245,6,30.0,53,49,44,36,33,18,6,6
2021-05-22,130,5,37.0,27,37,15,13,19,10,8,1
2021-05-23,95,6,28.0,15,24,18,12,8,6,4,8
2021-05-24,217,4,33.0,39,49,41,33,25,16,10,4
2021-05-25,128,3,25.0,15,30,24,20,18,14,5,2
2021-05-26,171,6,32.0,31,44,24,22,24,11,9,6
2021-05-27,121,6,19.0,18,32,22,15,10,15,6,3
2021-05-28,139,4,22.0,31,33,18,22,17,8,6,4
2021-05-29,89,7,23.0,17,16,17,15,15,7,1,1
2021-05-30,52,7,11.0,7,15,11,6,6,7,0,0
2021-05-31,45,2,18.0,4,8,10,8,4,5,2,4
2021-06-01,128,5,23.0,29,23,25,26,16,5,4,0
2021-06-02,100,7,16.0,19,27,15,6,19,8,5,1
2021-06-03,95,7,16.0,20,20,19,13,10,6,6,1
2021-06-04,75,6,16.0,18,18,8,10,7,9,3,2
2021-06-05,62,6,10.0,14,13,9,7,8,7,2,2
2021-06-06,58,7,15.0,10,19,8,7,5,5,3,1
2021-06-07,102,9,16.0,20,20,11,19,14,10,6,2
2021-06-08,74,4,14.0,21,17,12,8,6,7,2,1
2021-06-09,64,5,8.0,11,14,7,12,10,4,3,3
2021-06-10,39,2,17.0,7,6,8,6,2,7,1,2
2021-06-11,39,2,14.0,6,12,6,6,2,3,3,1
2021-06-12,46,5,8.0,5,13,13,3,7,1,2,2
2021-06-13,28,5,5.0,5,3,10,4,3,2,1,0
2021-06-14,67,3,9.0,10,14,22,7,9,4,1,0
2021-06-15,52,3,4.0,10,8,10,11,8,2,2,1
2021-06-16,36,1,5.0,6,10,10,7,0,1,2,0
2021-06-17,35,2,6.0,7,7,10,3,3,4,1,0
2021-06-18,35,2,10.0,2,10,6,6,6,2,1,2
2021-06-19,30,2,4.0,6,11,5,1,2,1,4,0
2021-06-20,27,1,5.0,6,6,4,4,2,5,0,0
2021-06-21,46,3,9.0,11,11,9,7,1,5,2,0
2021-06-22,32,3,3.0,3,7,8,3,5,5,0,1
2021-06-23,47,0,6.0,7,10,11,9,6,2,0,2
2021-06-24,45,0,10.0,7,15,10,7,4,0,1,1
2021-06-25,35,3,4.0,7,6,6,9,2,5,0,0
2021-06-26,20,0,4.0,3,4,8,3,0,2,0,0
2021-06-27,15,1,1.0,4,2,4,1,0,1,3,0
2021-06-28,50,2,11.0,12,9,9,9,5,3,3,0
2021-06-29,56,2,5.0,16,11,13,9,1,3,3,0
2021-06-30,51,0,6.0,11,12,10,9,3,3,3,0
2021-07-01,32,2,5.0,5,11,8,5,1,2,0,0
2021-07-02,54,1,6.0,5,11,10,12,6,7,3,0
2021-07-03,48,0,6.0,6,12,16,7,5,1,0,1
2021-07-04,18,1,5.0,6,2,6,1,0,0,2,1
2021-07-05,58,2,7.0,11,15,14,7,5,3,2,1
2021-07-06,75,2,7.0,22,17,13,6,8,6,2,1
2021-07-07,73,2,7.0,17,18,16,13,4,3,2,0
2021-07-08,76,0,5.0,13,30,16,5,6,3,3,0
2021-07-09,82,1,7.0,13,20,25,12,5,4,2,1
2021-07-10,49,0,5.0,7,12,16,8,2,1,3,0
2021-07-11,69,2,7.0,18,13,15,8,11,1,3,0
2021-07-12,103,0,9.0,11,33,23,13,10,6,6,1
2021-07-13,103,2,12.0,15,22,32,10,10,6,6,2
2021-07-14,139,2,7.0,24,44,32,15,13,9,1,1
2021-07-15,133,0,7.0,15,45,28,21,13,8,3,0
2021-07-16,155,1,9.0,23,42,48,14,18,6,3,1
2021-07-17,120,0,8.0,20,37,28,18,8,2,4,3
2021-07-18,92,0,7.0,12,27,20,12,8,7,4,2
2021-07-19,203,1,17.0,34,65,51,24,21,4,3,1
2021-07-20,187,3,10.0,32,47,50,27,17,7,5,2
2021-07-21,217,0,11.0,38,60,52,26,24,9,4,4
2021-07-22,224,1,13.0,37,65,53,21,24,12,10,2
2021-07-23,243,3,17.0,42,60,67,29,19,14,8,4
2021-07-24,197,0,15.0,45,54,35,16,24,14,5,4
2021-07-25,141,3,13.0,19,43,34,18,13,6,6,2
2021-07-26,326,2,25.0,61,91,77,34,33,19,6,5
2021-07-27,302,1,19.0,38,85,83,44,28,12,7,5
2021-07-28,348,3,28.0,41,107,92,50,35,11,10,2
2021-07-29,323,1,17.0,49,89,90,48,28,12,7,0
2021-07-30,355,2,17.0,51,111,68,49,48,15,9,4
2021-07-31,268,5,29.0,34,73,62,39,22,19,11,8
2021-08-01,215,3,18.0,26,54,51,28,25,22,7,2
2021-08-02,474,3,22.0,65,138,114,74,40,27,12,4
2021-08-03,442,1,13.0,58,140,103,53,38,34,11,5
2021-08-04,496,3,32.0,69,142,120,77,41,22,18,7
2021-08-05,479,2,30.0,76,149,130,56,34,21,8,5
2021-08-06,466,5,27.0,67,136,125,51,42,26,15,4
2021-08-07,318,2,27.0,46,79,81,42,35,21,10,4
2021-08-08,274,2,29.0,42,77,56,39,23,16,15,6
2021-08-09,506,4,34.0,95,141,108,69,40,27,20,6
2021-08-10,531,4,39.0,65,157,140,74,41,25,18,11
2021-08-11,600,2,20.0,86,154,174,74,53,28,24,7
2021-08-12,592,2,29.0,60,173,180,79,49,26,19,6
2021-08-13,626,3,35.0,97,173,154,80,58,39,15,10
2021-08-14,405,6,46.0,77,102,100,49,33,29,12,3
2021-08-15,287,5,31.0,49,61,80,34,30,20,8,5
2021-08-16,587,3,26.0,61,148,149,104,60,46,13,6
2021-08-17,558,3,38.0,80,156,128,78,57,36,15,8
2021-08-18,555,3,26.0,75,152,122,80,59,39,20,8
2021-08-19,546,5,30.0,83,134,157,84,39,25,17,7
2021-08-20,564,3,32.0,88,143,133,79,51,36,23,11
2021-08-21,372,1,47.0,48,91,87,67,43,24,9,3
2021-08-22,284,7,33.0,45,65,61,52,33,16,6,6
2021-08-23,644,2,54.0,124,141,141,80,66,54,26,12
2021-08-24,568,3,37.0,114,158,122,65,45,27,25,11
2021-08-25,605,6,42.0,101,149,138,81,69,32,22,13
2021-08-26,592,3,43.0,99,138,134,77,54,38,35,17
2021-08-27,540,3,38.0,95,151,108,71,52,38,14,11
2021-08-28,359,3,28.0,80,91,62,51,31,25,11,8
2021-08-29,309,2,26.0,66,73,59,49,35,13,9,5
2021-08-30,596,5,41.0,135,123,127,89,61,32,22,7
2021-08-31,529,7,44.0,106,121,102,81,57,32,20,10
2021-09-01,538,5,29.0,99,146,107,72,52,38,12,12
2021-09-02,497,6,40.0,85,139,121,65,44,23,13,7
2021-09-03,511,6,43.0,122,130,95,76,35,24,20,9
2021-09-04,343,5,34.0,69,71,73,51,35,34,7,3
2021-09-05,320,4,28.0,76,71,62,45,42,14,4,6
2021-09-06,279,4,26.0,70,66,53,41,17,21,7,4
2021-09-07,577,3,48.0,119,133,99,86,61,41,23,15
2021-09-08,658,7,44.0,136,180,135,68,62,43,22,12
2021-09-09,514,4,38.0,115,140,104,53,46,33,14,9
2021-09-10,515,5,27.0,106,147,81,71,48,34,19,9
2021-09-11,321,6,32.0,65,71,71,48,29,16,15,6
2021-09-12,266,5,33.0,55,62,52,39,25,18,13,2
2021-09-13,554,7,41.0,129,127,120,64,46,35,24,9
2021-09-14,495,5,38.0,135,110,99,59,49,26,12,5
2021-09-15,518,4,16.0,118,124,109,63,49,39,10,6
2021-09-16,477,7,33.0,94,116,114,56,49,24,21,3
2021-09-17,439,5,40.0,94,92,96,61,41,30,12,13
2021-09-18,309,4,26.0,62,61,69,41,38,23,11,4
2021-09-19,244,2,32.0,55,50,56,34,23,16,2,8
2021-09-20,487,6,33.0,104,118,100,55,42,39,18,11
2021-09-21,468,6,33.0,119,98,82,65,48,30,18,8
2021-09-22,406,7,24.0,81,88,93,63,37,25,10,9
2021-09-23,368,5,30.0,81,85,74,47,30,29,15,7
2021-09-24,353,6,23.0,70,88,81,41,34,24,13,2
2021-09-25,228,3,26.0,45,50,43,31,22,23,8,6
2021-09-26,207,9,23.0,40,45,49,25,16,11,15,6
2021-09-27,475,6,36.0,121,101,90,47,56,40,10,10
2021-09-28,384,4,21.0,85,84,85,40,39,31,12,8
2021-09-29,413,3,26.0,93,87,102,51,36,25,14,5
2021-09-30,462,7,28.0,116,105,92,48,46,29,19,7
2021-10-01,383,4,30.0,79,94,85,46,35,26,13,5
2021-10-02,237,4,23.0,52,39,48,31,37,19,8,3
2021-10-03,204,4,26.0,46,39,36,24,28,18,9,4
2021-10-04,428,3,23.0,105,83,80,53,48,32,22,5
2021-10-05,383,3,20.0,97,84,79,49,32,21,13,8
2021-10-06,374,5,31.0,87,87,76,42,36,29,10,7
2021-10-07,383,4,18.0,83,86,86,48,36,30,11,3
2021-10-08,310,8,24.0,55,78,59,42,33,25,14,4
2021-10-09,239,4,21.0,51,52,54,31,26,16,7,2
2021-10-10,173,6,25.0,31,38,32,22,21,15,9,5
2021-10-11,320,4,20.0,72,65,64,39,40,21,15,4
2021-10-12,376,6,21.0,95,78,77,52,34,21,15,4
2021-10-13,361,4,24.0,83,87,65,47,34,30,9,6
2021-10-14,361,1,35.0,78,79,77,48,36,28,11,4
2021-10-15,315,1,18.0,88,60,61,31,28,27,10,10
2021-10-16,178,4,24.0,32,39,26,31,18,19,11,2
2021-10-17,200,10,11.0,38,42,49,25,18,12,10,6
2021-10-18,353,1,25.0,95,64,60,57,41,23,7,6
2021-10-19,322,2,19.0,77,60,64,42,30,29,14,6
2021-10-20,322,5,11.0,67,88,52,41,31,27,11,5
2021-10-21,337,5,23.0,84,69,71,40,39,19,14,1
2021-10-22,306,5,15.0,65,51,79,35,37,23,10,6
2021-10-23,221,2,19.0,37,40,57,24,27,21,7,8
2021-10-24,204,4,7.0,49,41,54,23,16,12,6,3
2021-10-25,363,3,34.0,82,78,65,51,36,26,17,8
2021-10-26,343,3,16.0,91,62,70,45,39,24,8,4
2021-10-27,385,3,22.0,99,80,66,53,41,28,11,7
2021-10-28,400,6,23.0,93,77,91,55,45,27,6,6
2021-10-29,370,2,18.0,81,65,72,67,37,29,14,5
2021-10-30,280,2,17.0,57,60,63,29,32,21,12,6
2021-10-31,239,1,23.0,52,37,57,40,19,22,9,3
2021-11-01,436,3,34.0,108,65,96,51,55,37,15,9
2021-11-02,490,4,26.0,131,94,111,54,43,29,18,10
2021-11-03,519,8,31.0,143,96,105,59,55,32,17,12
2021-11-04,495,1,25.0,151,100,110,53,35,28,11,7
2021-11-05,471,3,27.0,111,103,98,71,44,22,12,10
2021-11-06,315,4,18.0,62,61,75,48,31,22,9,7
2021-11-07,305,5,19.0,64,79,73,45,24,12,5,3
2021-11-08,605,5,28.0,176,117,103,93,60,26,18,12
2021-11-09,649,5,28.0,180,129,127,75,60,42,23,13
2021-11-10,592,2,29.0,163,133,119,70,39,39,15,14
2021-11-11,525,4,28.0,116,119,114,59,49,31,18,19
2021-11-12,617,6,34.0,130,103,136,89,80,44,20,15
2021-11-13,386,7,29.0,72,74,88,52,43,30,17,10
2021-11-14,382,4,40.0,97,82,79,51,36,25,6,6
2021-11-15,692,5,35.0,194,121,145,100,66,35,20,11
2021-11-16,742,6,41.0,187,142,153,102,64,38,29,27
2021-11-17,733,2,42.0,151,156,160,96,72,40,27,31
2021-11-18,630,9,36.0,162,121,144,88,56,31,16,12
2021-11-19,683,1,38.0,174,120,149,95,64,48,24,9
2021-11-20,464,3,43.0,82,87,107,73,55,35,17,8
2021-11-21,374,3,28.0,68,91,75,52,43,30,7,8
2021-11-22,781,3,43.0,189,151,155,111,77,55,22,20
2021-11-23,722,4,40.0,172,166,143,84,68,43,22,24
2021-11-24,668,6,55.0,138,148,127,105,59,53,30,8
2021-11-25,188,3,46.0,26,42,43,23,25,15,8,6
2021-11-26,517,13,44.0,82,123,112,59,69,47,13,12
2021-11-27,554,4,33.0,110,117,124,85,52,40,17,9
2021-11-28,493,3,61.0,74,103,109,85,54,39,15,14
2021-11-29,1463,7,76.0,370,282,292,199,179,97,32,12
2021-11-30,1171,2,51.0,272,254,231,151,134,73,35,21
2021-12-01,1215,6,59.0,291,294,222,172,97,73,43,23
2021-12-02,1058,8,63.0,230,245,213,135,116,70,30,19
2021-12-03,920,8,71.0,207,188,170,130,88,79,44,14
2021-12-04,611,4,79.0,124,150,124,68,67,37,21,20
2021-12-05,511,8,63.0,106,96,90,81,60,47,19,12
2021-12-06,1208,6,73.0,323,236,229,176,115,75,25,17
2021-12-07,1156,12,72.0,275,253,223,153,118,78,35,19
2021-12-08,1285,10,61.0,325,307,269,154,118,58,28,26
2021-12-09,1299,8,70.0,283,324,287,171,135,61,26,12
2021-12-10,1207,15,64.0,239,261,284,181,104,81,26,18
2021-12-11,872,10,67.0,167,216,175,129,82,60,33,10
2021-12-12,826,13,63.0,153,241,164,111,86,39,16,15
2021-12-13,2173,12,91.0,451,541,482,314,214,120,39,12
2021-12-14,2807,14,96.0,516,878,641,357,216,133,43,21
2021-12-15,3590,10,91.0,628,1193,872,423,253,128,62,31
2021-12-16,3986,11,113.0,694,1310,951,538,272,143,53,25
2021-12-17,3649,9,114.0,609,1126,878,458,306,161,72,39
2021-12-18,2739,8,102.0,421,834,644,386,242,120,65,27
2021-12-19,2584,12,109.0,399,796,662,344,214,104,42,23
2021-12-20,5808,13,126.0,817,1713,1432,835,528,295,125,61
2021-12-21,6919,9,180.0,899,2091,1771,972,632,364,118,71
2021-12-22,7509,18,149.0,996,2295,1846,1052,685,407,142,86
2021-12-23,7146,18,136.0,984,1990,1696,1064,728,430,161,91
2021-12-24,3923,17,174.0,632,956,840,606,478,245,104,62
2021-12-25,1457,19,163.0,241,339,289,203,165,107,77,36
2021-12-26,4455,11,199.0,628,1203,1014,702,457,263,123,65
2021-12-27,9237,17,244.0,1478,2197,2008,1394,1033,689,294,143
2021-12-28,10423,15,227.0,2816,2272,1913,1326,1013,622,304,153
2021-12-29,9356,13,248.0,1897,2115,1821,1284,1019,700,333,184
2021-12-30,8184,15,256.0,1727,1751,1478,1118,962,635,313,196
2021-12-31,5189,23,233.0,1003,1113,951,789,602,397,214,120
2022-01-01,1872,21,195.0,347,366,357,277,231,149,84,59
2022-01-02,4152,20,221.0,932,948,796,588,462,246,113,66
2022-01-03,9477,24,249.0,2258,1963,1671,1274,1115,741,271,181
2022-01-04,9560,32,303.0,2565,1884,1694,1162,1061,683,318,193
2022-01-05,6818,22,267.0,1211,1576,1289,932,815,563,276,156
2022-01-06,5755,38,252.0,977,1233,1099,807,715,491,247,182
2022-01-07,4831,36,224.0,895,1030,849,693,613,410,219,121
2022-01-08,3316,29,189.0,609,650,631,539,378,292,145,71
2022-01-09,2058,24,175.0,397,431,390,285,232,158,100,65
2022-01-10,4817,31,218.0,958,956,786,683,624,463,219,128
2022-01-11,4428,28,221.0,1008,810,756,603,532,407,197,115
2022-01-12,4041,34,182.0,1174,699,630,491,382,324,204,137
2022-01-13,3620,30,192.0,944,650,573,447,435,322,164,85
2022-01-14,3073,21,155.0,820,519,533,389,311,259,143,99
2022-01-15,1614,30,142.0,311,327,290,211,176,168,84,47
2022-01-16,1145,30,116.0,232,208,222,144,152,90,59,38
2022-01-17,2011,32,133.0,391,368,343,293,249,201,97,68
2022-01-18,2738,30,142.0,917,453,410,326,273,199,100,60
2022-01-19,2336,18,129.0,677,423,412,278,222,162,96,66
2022-01-20,1989,38,111.0,518,379,356,235,211,146,78,66
2022-01-21,1598,26,98.0,390,301,284,198,166,138,64,57
2022-01-22,999,20,77.0,220,195,181,131,115,87,45,24
2022-01-23,666,27,63.0,166,116,134,99,70,43,24,14
2022-01-24,1507,20,81.0,412,298,249,172,150,117,69,40
2022-01-25,1355,18,71.0,406,255,224,170,120,107,47,26
2022-01-26,1226,23,60.0,343,251,206,158,99,84,43,42
2022-01-27,1028,16,64.0,289,200,191,118,80,84,42,24
2022-01-28,747,23,53.0,166,146,142,88,71,67,49,18
2022-01-29,582,17,53.0,136,99,118,79,48,59,28,15
2022-01-30,425,14,39.0,102,78,73,66,28,39,24,15
2022-01-31,943,18,45.0,287,195,139,98,91,61,41,31
2022-02-01,785,13,43.0,212,121,156,102,75,59,43,17
2022-02-02,365,17,22.0,70,71,73,58,44,26,14,9
2022-02-03,526,19,37.0,139,103,110,51,54,30,27,11
2022-02-04,580,11,36.0,151,128,85,73,63,45,16,19
2022-02-05,376,15,30.0,81,67,77,47,52,22,20,10
2022-02-06,291,23,34.0,77,58,48,43,30,15,12,8
2022-02-07,577,12,37.0,141,113,103,65,50,49,32,24
2022-02-08,569,9,30.0,165,118,84,70,52,42,24,14
2022-02-09,488,10,27.0,137,114,79,65,36,27,16,14
2022-02-10,425,6,23.0,100,100,82,42,32,40,21,8
2022-02-11,328,9,23.0,72,86,58,31,32,23,17,9
2022-02-12,227,6,27.0,41,39,38,26,28,25,20,10
2022-02-13,168,4,19.0,40,26,31,22,17,11,14,7
2022-02-14,381,15,16.0,108,78,61,40,36,29,20,9
2022-02-15,358,4,22.0,94,80,70,29,34,25,12,14
2022-02-16,367,3,18.0,95,88,62,48,28,24,12,9
2022-02-17,305,4,20.0,80,72,55,34,28,17,12,7
2022-02-18,281,4,18.0,44,85,64,34,22,20,9,3
2022-02-19,124,4,10.0,15,27,21,21,16,9,9,6
2022-02-20,112,4,12.0,17,29,14,24,10,10,4,4
2022-02-21,240,10,18.0,40,55,47,32,20,31,9,6
2022-02-22,280,2,26.0,78,66,43,28,25,19,11,10
2022-02-23,236,6,17.0,57,55,49,27,21,14,9,4
2022-02-24,235,4,16.0,63,53,49,25,19,10,12,4
2022-02-25,186,5,15.0,41,45,35,18,19,15,8,4
2022-02-26,106,1,7.0,18,21,22,12,13,9,10,1
2022-02-27,93,7,7.0,18,18,18,11,11,9,6,2
2022-02-28,198,0,13.0,54,42,38,23,23,7,8,3
2022-03-01,186,6,4.0,59,31,28,22,17,15,5,9
2022-03-02,153,3,10.0,46,32,26,21,16,5,3,4
2022-03-03,162,2,12.0,33,24,34,26,17,14,9,5
2022-03-04,118,2,13.0,30,20,26,14,11,7,6,4
2022-03-05,93,1,10.0,20,12,18,19,11,8,3,2
2022-03-06,81,4,10.0,7,24,12,12,6,7,7,6
2022-03-07,166,3,12.0,33,36,25,23,15,20,7,7
2022-03-08,163,2,12.0,44,38,24,16,14,12,11,4
2022-03-09,170,3,10.0,52,28,34,18,19,12,6,1
2022-03-10,163,2,12.0,42,37,23,19,17,10,10,5
2022-03-11,125,2,13.0,27,24,25,13,16,12,4,4
2022-03-12,86,1,4.0,15,14,17,14,11,5,8,2
2022-03-13,82,1,10.0,9,17,25,15,5,7,1,3
2022-03-14,183,3,12.0,35,35,43,26,20,17,5,2
2022-03-15,256,0,13.0,63,65,51,31,24,10,6,6
2022-03-16,234,2,13.0,52,52,56,32,21,13,7,0
2022-03-17,178,0,16.0,31,35,40,24,18,14,10,6
2022-03-18,150,2,8.0,26,37,37,16,17,5,9,3
2022-03-19,122,0,7.0,16,32,29,13,14,13,2,2
2022-03-20,120,2,6.0,21,27,30,18,7,13,3,1
2022-03-21,275,2,14.0,66,52,67,30,27,24,8,1
2022-03-22,269,0,8.0,58,64,64,41,21,10,8,3
2022-03-23,312,1,3.0,59,67,89,36,33,17,9,2
2022-03-24,243,1,5.0,43,67,62,32,12,16,7,4
2022-03-25,240,1,9.0,52,48,59,26,22,16,13,4
2022-03-26,197,1,6.0,28,50,46,31,21,11,6,4
2022-03-27,173,1,5.0,26,43,51,23,11,9,6,4
2022-03-28,352,0,5.0,99,80,69,35,36,17,13,3
2022-03-29,362,0,10.0,75,103,84,42,34,11,9,4
2022-03-30,400,1,6.0,81,90,101,54,40,20,10,4
2022-03-31,305,0,11.0,52,80,79,38,23,17,12,4
2022-04-01,321,0,6.0,56,79,81,38,29,28,4,6
2022-04-02,204,0,8.0,37,42,49,34,20,12,10,0
2022-04-03,215,1,8.0,51,33,63,29,17,14,4,4
2022-04-04,518,0,12.0,135,116,95,81,33,36,17,5
2022-04-05,531,1,13.0,122,138,120,70,43,23,13,2
2022-04-06,599,0,8.0,114,159,140,75,58,23,24,6
2022-04-07,509,3,9.0,103,118,123,76,47,24,14,3
2022-04-08,397,0,13.0,59,99,100,62,42,16,12,7
2022-04-09,281,1,13.0,52,47,79,37,23,17,19,7
2022-04-10,319,1,7.0,63,49,81,49,39,16,18,4
2022-04-11,543,1,15.0,64,154,128,77,54,32,19,15
2022-04-12,530,0,15.0,57,180,123,57,49,32,22,10
2022-04-13,644,0,15.0,79,187,166,105,52,33,13,9
2022-04-14,546,1,7.0,54,190,116,72,61,32,14,7
2022-04-15,549,1,14.0,60,122,150,93,62,34,21,7
2022-04-16,356,1,7.0,40,79,87,66,31,31,13,9
2022-04-17,252,0,10.0,56,39,61,43,22,14,14,3
2022-04-18,771,1,13.0,145,168,160,124,82,49,32,11
2022-04-19,887,1,17.0,199,232,189,102,76,52,24,13
2022-04-20,709,0,12.0,96,188,172,101,74,36,26,16
2022-04-21,681,0,20.0,111,171,164,82,67,46,23,17
2022-04-22,688,0,13.0,151,128,148,98,65,48,34,16
2022-04-23,409,0,7.0,66,70,94,57,48,42,22,10
2022-04-24,398,0,18.0,74,63,97,64,49,28,15,8
2022-04-25,937,0,20.0,212,194,203,111,99,64,31,23
2022-04-26,926,0,14.0,222,228,198,117,75,55,24,7
2022-04-27,883,0,17.0,195,225,195,104,65,59,24,16
2022-04-28,813,1,20.0,156,180,164,126,69,66,39,13
2022-04-29,757,2,20.0,155,134,177,110,74,60,26,21
2022-04-30,530,0,15.0,80,109,125,79,54,49,26,8
2022-05-01,535,0,13.0,97,99,141,74,58,31,28,7
2022-05-02,1269,1,25.0,324,251,250,164,124,70,59,27
2022-05-03,1294,1,19.0,345,297,233,178,116,67,38,20
2022-05-04,1223,1,23.0,261,253,268,173,136,66,45,21
2022-05-05,1088,0,19.0,241,206,239,172,104,61,45,20
2022-05-06,1063,1,23.0,227,214,217,167,106,80,33,19
2022-05-07,691,0,18.0,125,125,160,108,77,61,17,18
2022-05-08,608,1,20.0,109,106,134,111,70,50,19,8
2022-05-09,1611,0,33.0,427,285,294,247,180,109,45,24
2022-05-10,1711,0,23.0,512,280,342,222,159,105,59,32
2022-05-11,1655,2,24.0,448,297,319,228,184,117,36,26
2022-05-12,1470,1,27.0,347,288,291,196,167,88,66,27
2022-05-13,1264,2,35.0,292,220,231,183,145,111,58,24
2022-05-14,732,1,25.0,122,132,152,104,99,59,36,27
2022-05-15,727,1,25.0,133,133,157,104,84,59,33,24
2022-05-16,1465,0,29.0,392,273,302,197,142,89,45,25
2022-05-17,1375,0,36.0,360,255,280,148,146,91,64,30
2022-05-18,1343,2,28.0,311,268,277,189,133,92,49,24
2022-05-19,1179,1,38.0,241,244,244,156,111,87,56,40
2022-05-20,1103,2,33.0,252,198,209,145,122,96,50,31
2022-05-21,635,1,29.0,89,119,140,94,81,60,31,21
2022-05-22,622,0,33.0,116,115,117,110,65,54,30,15
2022-05-23,1356,1,29.0,334,255,238,163,181,100,56,29
2022-05-24,1319,0,25.0,327,278,272,159,123,85,50,25
2022-05-25,1337,0,31.0,299,281,249,178,143,104,45,38
2022-05-26,1223,1,35.0,244,269,255,146,145,83,50,31
2022-05-27,1053,2,26.0,209,221,218,145,124,73,41,22
2022-05-28,613,2,32.0,91,114,132,94,66,55,40,21
2022-05-29,536,0,28.0,101,118,97,74,59,44,22,21
2022-05-30,386,1,24.0,51,69,69,73,51,32,17,24
2022-05-31,1649,1,43.0,379,297,327,219,184,140,65,38
2022-06-01,1354,3,28.0,322,260,268,167,150,105,50,32
2022-06-02,1211,0,38.0,279,268,230,160,133,87,31,23
2022-06-03,1097,1,34.0,241,199,217,146,122,90,59,23
2022-06-04,592,1,34.0,99,134,126,73,69,45,26,20
2022-06-05,589,2,27.0,68,118,142,96,72,48,30,15
2022-06-06,1141,0,29.0,259,199,228,141,138,98,52,26
2022-06-07,1100,1,25.0,254,199,219,140,131,83,45,29
2022-06-08,1037,0,28.0,238,202,221,148,106,58,40,24
2022-06-09,982,1,34.0,190,190,206,158,104,66,45,23
2022-06-10,829,0,25.0,162,194,161,106,89,69,28,20
2022-06-11,530,1,27.0,72,102,113,86,68,44,32,13
2022-06-12,525,2,20.0,91,98,119,74,65,43,21,14
2022-06-13,914,0,34.0,95,182,215,140,110,97,43,32
2022-06-14,828,0,32.0,102,184,181,124,97,73,42,25
2022-06-15,739,1,44.0,81,159,162,112,87,81,41,16
2022-06-16,745,0,41.0,90,153,150,112,84,86,47,23
2022-06-17,680,0,28.0,100,127,137,99,91,64,38,24
2022-06-18,547,2,30.0,66,96,125,85,72,56,32,15
2022-06-19,480,1,28.0,64,97,112,75,52,43,20,17
2022-06-20,851,3,40.0,72,174,163,165,106,87,54,30
2022-06-21,939,0,50.0,90,204,211,135,122,78,62,37
2022-06-22,970,0,28.0,94,207,232,156,129,93,32,27
2022-06-23,856,2,30.0,100,180,188,132,122,70,45,19
2022-06-24,823,1,36.0,110,187,148,127,101,74,47,29
2022-06-25,514,1,30.0,67,99,81,90,70,64,28,15
2022-06-26,450,3,32.0,71,71,99,76,66,33,20,14
2022-06-27,922,3,39.0,105,198,185,143,121,100,48,22
2022-06-28,1018,0,40.0,111,224,248,132,138,74,66,25
2022-06-29,976,0,41.0,104,218,211,148,129,90,40,36
2022-06-30,921,2,33.0,103,205,202,133,117,78,57,26
2022-07-01,732,1,27.0,71,149,149,117,99,77,46,24
2022-07-02,542,0,27.0,80,106,92,83,71,48,43,19
2022-07-03,452,1,33.0,51,102,90,63,55,40,33,18
2022-07-04,257,1,33.0,39,40,49,29,36,25,20,18
2022-07-05,1117,0,42.0,125,223,252,181,148,108,53,27
2022-07-06,1048,2,39.0,115,225,234,165,120,100,54,35
2022-07-07,988,0,32.0,117,205,186,132,151,114,53,30
2022-07-08,899,3,51.0,113,182,185,138,133,84,36,28
2022-07-09,575,2,33.0,89,90,105,75,88,67,46,15
2022-07-10,521,1,38.0,75,106,100,88,58,50,31,13
2022-07-11,1014,1,43.0,142,191,174,142,157,101,62,45
2022-07-12,964,5,41.0,106,188,183,166,143,84,57,37
2022-07-13,974,0,43.0,120,186,195,146,149,92,57,29
2022-07-14,941,2,35.0,127,163,176,144,131,102,63,35
2022-07-15,852,3,44.0,106,161,181,127,121,86,45,25
2022-07-16,567,1,20.0,76,101,109,91,65,68,36,20
2022-07-17,527,0,40.0,84,94,106,84,70,51,26,12
2022-07-18,1124,2,44.0,153,198,221,173,162,110,63,44
2022-07-19,1002,4,50.0,140,196,197,147,126,95,69,32
2022-07-20,1005,2,48.0,145,202,207,146,132,96,49,28
2022-07-21,970,0,46.0,126,175,178,126,154,106,61,44
2022-07-22,823,1,37.0,116,151,155,113,121,85,49,32
2022-07-23,622,5,32.0,99,106,125,89,78,74,34,17
2022-07-24,518,2,34.0,81,111,82,69,70,56,32,17
2022-07-25,1038,3,39.0,132,218,198,134,142,135,51,28
2022-07-26,971,2,49.0,133,167,199,138,134,106,54,40
2022-07-27,933,3,29.0,132,194,211,120,110,91,49,26
2022-07-28,874,1,46.0,124,182,170,118,113,93,48,26
2022-07-29,812,0,38.0,124,151,145,112,109,85,56,30
2022-07-30,487,1,34.0,55,93,98,65,66,52,38,20
2022-07-31,451,1,25.0,77,95,71,51,67,46,28,16
2022-08-01,949,3,47.0,130,177,166,143,124,109,72,28
2022-08-02,962,1,37.0,116,195,204,138,111,97,71,30
2022-08-03,928,1,43.0,124,230,167,111,128,90,52,26
2022-08-04,811,1,42.0,98,179,147,114,103,87,54,29
2022-08-05,787,0,39.0,94,161,134,106,105,104,46,37
2022-08-06,535,1,44.0,82,95,90,77,76,48,42,25
2022-08-07,441,3,37.0,61,86,95,65,60,42,19,13
